label,label_readable,direction,concept,concept_idx,alignment,is_core,auc
heart_failure,heart failure,positive,Stable dual-lead left chest wall pacer,410420,0.36924654245376587,True,0.7936516641050608
heart_failure,heart failure,positive,Stable position of biventricular pacer/aicd,380701,0.3692164123058319,True,0.7936516641050608
heart_failure,heart failure,positive,Dual-lead cardiac pacemaker device,121231,0.3689247965812683,True,0.7936516641050608
heart_failure,heart failure,positive,Dual lead permanent pacemaker and aicd device again noted and grossly unchanged,82399,0.3688126802444458,True,0.7936516641050608
heart_failure,heart failure,positive,Dual-lead cardiac pacing device,321778,0.36878371238708496,True,0.7936516641050608
heart_failure,heart failure,positive,Dual lead cardiac AICD placed,393098,0.36868953704833984,True,0.7936516641050608
heart_failure,heart failure,positive,Stable dual-lead aicd on the left,309647,0.3686462938785553,True,0.7936516641050608
heart_failure,heart failure,positive,Stable positioning of biventricular pacemaker/aicd,312025,0.36835747957229614,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of focal consolidation or pleural effusion in the right lung,118684,-0.27995094656944275,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or effusion to suggest pneumonia,209091,-0.2796346843242645,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or effusion seen,488485,-0.27560335397720337,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or effusion is present,36983,-0.273474782705307,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or effusion present,121074,-0.27248403429985046,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of pneumonia or pleural effusion,129484,-0.2717237174510956,True,0.7936516641050608
heart_failure,heart failure,negative,No consolidation or effusion to suggest pneumonia,35789,-0.271418958902359,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or effusion demonstrated,422457,-0.271218478679657,True,0.7936516641050608
heart_failure,heart failure,negative,No clear evidence of pneumonia or pleural effusion,448224,-0.2709566354751587,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of focal consolidation or effusion,5425,-0.27088022232055664,True,0.7936516641050608
heart_failure,heart failure,negative,No radiographic evidence of focal consolidation or pleural effusion,180911,-0.27017584443092346,True,0.7936516641050608
heart_failure,heart failure,negative,no evidence of effusion or focal consolidation,31990,-0.2701720893383026,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or effusions to suggest pneumonia,114869,-0.2689945697784424,True,0.7936516641050608
heart_failure,heart failure,negative,No pleural effusion in the right lung,200260,-0.2681562602519989,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of focal consolidation or significant effusion,290393,-0.2680957317352295,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence for pneumonia where visualized,179907,-0.26752030849456787,True,0.7936516641050608
heart_failure,heart failure,negative,"No evidence of focal consolidation, effusion, or pneumothorax",405116,-0.26719558238983154,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of pleural effusion or focal consolidation,23396,-0.2671853303909302,True,0.7936516641050608
heart_failure,heart failure,negative,No definite consolidation or effusion is visualized,136005,-0.26697832345962524,True,0.7936516641050608
heart_failure,heart failure,negative,"No definite evidence of effusion, consolidation or pneumothorax",121787,-0.2669452726840973,True,0.7936516641050608
heart_failure,heart failure,negative,"No evidence of pleural effusion, consolidation, or effusion",310433,-0.26609429717063904,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or pleural effusion seen,104542,-0.2656678259372711,True,0.7936516641050608
heart_failure,heart failure,negative,Clear right lung without right pleural effusion,16635,-0.2652599811553955,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or pleural effusion is noted,304513,-0.26522698998451233,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence for pleural effusion or focal consolidation,247870,-0.2650313079357147,True,0.7936516641050608
heart_failure,heart failure,negative,No focal infiltrate or effusion is seen,143263,-0.2650148868560791,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or pleural effusion evident,433864,-0.2649308145046234,True,0.7936516641050608
heart_failure,heart failure,negative,No pneumonia or effusion,14917,-0.26492494344711304,True,0.7936516641050608
heart_failure,heart failure,negative,"No evidence of consolidation, effusion or pneumothorax",343816,-0.2639681398868561,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of pneumonia within the RIGHT upper lung,445898,-0.2638425827026367,True,0.7936516641050608
heart_failure,heart failure,negative,"No definite evidence of consolidation, effusion, or pneumothorax",301718,-0.2637519836425781,True,0.7936516641050608
heart_failure,heart failure,negative,No pleural effusion is evident,6847,-0.26316535472869873,True,0.7936516641050608
heart_failure,heart failure,negative,No radiographic evidence of pneumonia appreciated,331671,-0.26288390159606934,True,0.7936516641050608
heart_failure,heart failure,negative,No pleural effusion visualized,21118,-0.26284268498420715,True,0.7936516641050608
heart_failure,heart failure,negative,No consolidation or effusion is noted,259835,-0.26282230019569397,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of pneumonia seen,21369,-0.26246026158332825,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of focal infiltrate or effusion within the lungs,439162,-0.26236316561698914,True,0.7936516641050608
heart_failure,heart failure,negative,Right lung clear without pleural effusion,257789,-0.2620701193809509,True,0.7936516641050608
heart_failure,heart failure,negative,"No evidence of effusion, consolidation, or pneumothorax",411782,-0.2619548439979553,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of focal consolidation or pleural effusion,1352,-0.26181814074516296,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of effusion or consolidation,21037,-0.26158076524734497,True,0.7936516641050608
heart_failure,heart failure,negative,"No evidence of consolidation, effusion, or pneumothorax",7188,-0.26147571206092834,True,0.7936516641050608
heart_failure,heart failure,negative,No pleural effusion or focal consolidation,20943,-0.26136499643325806,True,0.7936516641050608
heart_failure,heart failure,negative,"No evidence of focal consolidation, pleural effusion or pneumothorax",359877,-0.2610348165035248,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence for focal consolidation or pleural effusion,43843,-0.26101699471473694,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of focal pneumonia or pleural effusions,338615,-0.26099416613578796,True,0.7936516641050608
heart_failure,heart failure,negative,"No focal consolidation, effusion or pneumothorax",235397,-0.260975182056427,True,0.7936516641050608
heart_failure,heart failure,negative,Lungs without evidence of a pleural effusion,381389,-0.26097390055656433,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of consolidation or effusion,3128,-0.260970801115036,True,0.7936516641050608
heart_failure,heart failure,negative,No effusion or focal consolidation,44182,-0.26093393564224243,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of focal acute consolidation or effusion,74938,-0.26088467240333557,True,0.7936516641050608
heart_failure,heart failure,negative,Clear lungs with no evidence of pleural effusion or focal consolidation,72463,-0.2607555389404297,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or pleural effusion identified,131708,-0.2605549991130829,True,0.7936516641050608
heart_failure,heart failure,negative,No pleural effusion is seen within the field of view,192042,-0.260547399520874,True,0.7936516641050608
heart_failure,heart failure,negative,No definite consolidation or effusion demonstrated,431543,-0.2605428993701935,True,0.7936516641050608
heart_failure,heart failure,negative,No pneumonia or pleural effusion,61905,-0.26049354672431946,True,0.7936516641050608
heart_failure,heart failure,negative,No lung consolidation or pleural effusion identified,292013,-0.2604720890522003,True,0.7936516641050608
heart_failure,heart failure,negative,Clear right lung without pleural effusion,104759,-0.2604497969150543,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or pleural effusion demonstrated,28032,-0.26044797897338867,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of pleural effusion or pulmonary consolidation,53885,-0.2603476941585541,True,0.7936516641050608
heart_failure,heart failure,negative,"No evidence of focal consolidation, edema, or effusion",397134,-0.26027345657348633,True,0.7936516641050608
heart_failure,heart failure,negative,No pleural effusion as queried,28297,-0.2601652443408966,True,0.7936516641050608
heart_failure,heart failure,negative,Clear lungs without evidence of a pleural effusion,11947,-0.2599498927593231,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or pleural effusion is identified,24195,-0.2599153518676758,True,0.7936516641050608
heart_failure,heart failure,negative,No focal infiltrate or effusion or evidence of pneumothorax within the lungs,67548,-0.2597261667251587,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of focal consolidation or effusions,107862,-0.25971341133117676,True,0.7936516641050608
heart_failure,heart failure,negative,"No pleural effusion, as clinically queried",39655,-0.2593490481376648,True,0.7936516641050608
heart_failure,heart failure,negative,No pleural effusion is seen,1380,-0.25914761424064636,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of pleural effusion seen,208629,-0.2589169442653656,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of pleural effusion or consolidation,16744,-0.2588866055011749,True,0.7936516641050608
heart_failure,heart failure,negative,"No focal consolidation, effusion, or pneumothorax",20545,-0.25883087515830994,True,0.7936516641050608
heart_failure,heart failure,negative,No consolidation or pleural effusion visualized,426026,-0.258789598941803,True,0.7936516641050608
heart_failure,heart failure,negative,"No evidence of focal consolidation, pneumothorax or pleural effusion",122515,-0.25870198011398315,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or definite effusion,88979,-0.25867629051208496,True,0.7936516641050608
heart_failure,heart failure,negative,No radiographic evidence of pneumonia as queried,360128,-0.2585185170173645,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of focal consolidation or significant pleural effusion,334188,-0.2583826780319214,True,0.7936516641050608
heart_failure,heart failure,negative,No pleural effusion is present,8024,-0.25781190395355225,True,0.7936516641050608
heart_failure,heart failure,negative,Lungs are otherwise clear without evidence of focal consolidation or effusion,233662,-0.25775080919265747,True,0.7936516641050608
heart_failure,heart failure,negative,No focal lung infiltrate or pleural effusion otherwise,100497,-0.2577398717403412,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or effusion,1587,-0.2577301263809204,True,0.7936516641050608
heart_failure,heart failure,negative,Lungs are clear without evidence of pleural effusion or focal consolidation,31222,-0.25772562623023987,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence for consolidation or effusion,42631,-0.2574431002140045,True,0.7936516641050608
heart_failure,heart failure,negative,"Otherwise, no focal consolidation, effusion or pneumothorax",89896,-0.25721561908721924,True,0.7936516641050608
heart_failure,heart failure,negative,No pleural effusion or focal lung infiltrate,118360,-0.2572021782398224,True,0.7936516641050608
heart_failure,heart failure,negative,"No evidence of focal consolidation, pleural effusion, or pneumothorax",307576,-0.25714874267578125,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of pneumonia in the right lung,112002,-0.2570749819278717,True,0.7936516641050608
heart_failure,heart failure,negative,No pleural effusion seen,1767,-0.2569522261619568,True,0.7936516641050608
heart_failure,heart failure,negative,No focal infiltrate or effusion within the lungs,14532,-0.256830632686615,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of pneumonia noted,406218,-0.25681716203689575,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or effusions identified,363296,-0.25670695304870605,True,0.7936516641050608
heart_failure,heart failure,negative,Lungs are clear without evidence of focal consolidation or significant pleural effusion,201528,-0.2566507160663605,True,0.7936516641050608
heart_failure,heart failure,negative,No pleural effusion as clinically queried,93523,-0.25652655959129333,True,0.7936516641050608
heart_failure,heart failure,negative,No effusion is evident,377024,-0.25649118423461914,True,0.7936516641050608
heart_failure,heart failure,negative,"No focal consolidation, pleural effusion or pneumothorax",335802,-0.2564815282821655,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence of right pleural effusion,4946,-0.2564193904399872,True,0.7936516641050608
heart_failure,heart failure,negative,No focal consolidation or pleural effusion on the right,88183,-0.2563360631465912,True,0.7936516641050608
heart_failure,heart failure,negative,Lungs are otherwise clear without evidence of focal consolidation or pleural effusion,344178,-0.2561427056789398,True,0.7936516641050608
heart_failure,heart failure,negative,No evidence for right pleural effusion,20291,-0.2560417950153351,True,0.7936516641050608
heart_failure,heart failure,negative,Lungs otherwise clear without focal consolidation or effusion,425459,-0.25601401925086975,True,0.7936516641050608
heart_failure,heart failure,negative,No pneumonia is evident,156205,-0.2559582591056824,True,0.7936516641050608
hfref,heart failure with reduced ejection fraction,positive,Stable dual lead pacemaker aicd,71874,0.46074146032333374,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Dual lead AICD pacemaker,218816,0.45435935258865356,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Dual lead aicd/pacemaker,80230,0.4541844129562378,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Dual-lead AICD/permanent pacemaker,67785,0.453122615814209,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Dual lead cardiac pacemaker/aicd,365467,0.45011797547340393,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,AICD/biventricular cardiac pacemaker,413486,0.4478403925895691,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable dual lead aicd pacemaker and status post sternotomy changes,203554,0.44531017541885376,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Cardiac pacemaker and aicd,348998,0.44249165058135986,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable dual lead aicd pacemaker in place,323757,0.44243931770324707,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable positioning of dual-lead cardiac pacemaker/aicd,332511,0.4423046112060547,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,New dual-lead pacemaker/aicd,126109,0.4415399134159088,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,New dual lead pacemaker/aicd,118155,0.4414592385292053,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable 2-lead AICD/pacemaker,334110,0.44127267599105835,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable three-lead aicd device with biventricular pacer leads,109118,0.4410203695297241,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Dual lead pacemaker/aicd,37703,0.4410160481929779,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable positioning of a dual lead cardiac pacemaker/aicd,27415,0.44087958335876465,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,AICD with biventricular pacer leads,74845,0.44076669216156006,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Dual lead pacer/aicd,188107,0.4407159090042114,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable 3-lead aicd/pacemaker,215885,0.4382128119468689,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable cardiomegaly with pacer and AICD lead,447987,0.43697378039360046,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Left-sided permanent pacemaker and aicd,118758,0.4365110993385315,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Redemonstrated dual lead aicd pacemaker,31313,0.4361831247806549,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Biventricular cardiac pacemaker and aicd,197448,0.43608278036117554,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Dual lead cardiac pacemaker/aicd in place,387168,0.4354344606399536,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Left-sided aicd device and pacemaker,208674,0.4344457685947418,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Permanent pacer with AICD,467151,0.4335516095161438,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Left-sided permanent pacemaker and AICD device,205374,0.4333825707435608,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Dual lead cardiac aicd pacemaker in place,44183,0.43306875228881836,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,3-lead biventricular aicd/pacemaker,357885,0.4329075813293457,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,New aicd and biventricular pacemaker,201375,0.4328932762145996,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,AICD with biventricular pacing leads,273164,0.432293564081192,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,3 lead aicd/pacemaker,97308,0.43217286467552185,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable positioning of 2-lead cardiac pacemaker/aicd,101785,0.43131154775619507,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Left-sided aicd and pacemaker,322079,0.43063321709632874,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Pacemaker/AICD device with two leads,390401,0.43040066957473755,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Dual lead pacemaker/AICD in place,326889,0.42995887994766235,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Dual-lead cardiac pacemaker/ICD,261150,0.4299195110797882,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable appearance of dual lead cardiac pacemaker/aicd,172213,0.429153174161911,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Biventricular cardiac pacemaker/aicd,390865,0.4289938807487488,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable position biventricular pacemaker/aicd,390842,0.4284782409667969,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Stable dual lead left chest wall pacemaker,258581,0.42847445607185364,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Left sided permanent pacemaker and AICD device,269177,0.42792630195617676,True,0.7899866756781233
hfref,heart failure with reduced ejection fraction,positive,Dual-lead aicd pacemaker in place,20230,0.4276297390460968,True,0.7899866756781233
